timestamp,x_angle,y_angle,current_state,x_axis_cheat,y_axis_cheat
2024-10-27 22:58:16,16.36893253793395,16.404438472595533,Looking Right,1,0
2024-10-27 22:58:16,14.53569047851902,18.48443425418572,Looking Right,1,0
2024-10-27 22:58:16,13.599017514354877,22.121345507314917,Looking Right,1,0
2024-10-27 22:58:16,14.57241208487238,24.787001022567036,Looking Right,1,0
2024-10-27 22:58:16,13.608798603844264,25.76493146311631,Looking Right,1,0
2024-10-27 22:58:16,12.31904022727926,18.66807365399034,Looking Right,1,0
2024-10-27 22:58:16,13.272631243089547,19.793502937171414,Looking Right,1,0
2024-10-27 22:58:16,14.226761676762347,21.182510102650927,Looking Right,1,0
2024-10-27 22:58:16,6.652761942766172,14.855754106320138,Looking Right,1,0
2024-10-27 22:58:16,4.777863868854968,11.642743023625602,Looking Right,1,0
2024-10-27 22:58:16,3.6121658530004486,11.321352174208188,Looking Right,1,0
2024-10-27 22:58:16,3.1730004057532466,11.480767250387599,Looking Right,1,0
2024-10-27 22:58:16,3.27390637149562,8.99452608916196,Forward,0,0
2024-10-27 22:58:17,2.407582589582215,6.899524753818672,Forward,0,0
2024-10-27 22:58:17,2.9677884672123707,6.609033620837312,Forward,0,0
2024-10-27 22:58:17,3.029618533871908,6.598717616857735,Forward,0,0
2024-10-27 22:58:17,2.748878983999268,6.478279641183767,Forward,0,0
2024-10-27 22:58:17,1.9524059663351634,5.969850031796725,Forward,0,0
2024-10-27 22:58:17,2.1074187216407627,5.82763743534086,Forward,0,0
2024-10-27 22:58:17,1.8996274418675652,5.897302419725383,Forward,0,0
2024-10-27 22:58:17,2.0582136070888226,5.752703207164645,Forward,0,0
2024-10-27 22:58:17,1.281281683081924,4.959569963101604,Forward,0,0
2024-10-27 22:58:17,1.160299594987908,4.888601689382265,Forward,0,0
2024-10-27 22:58:17,1.2112602009794444,4.771924103679198,Forward,0,0
2024-10-27 22:58:17,1.4668080191651198,4.873090319729369,Forward,0,0
2024-10-27 22:58:17,0.21625658456294605,2.5296100438156377,Forward,0,0
2024-10-27 22:58:17,4.865637807557021,-1.1709545329574342,Forward,0,0
2024-10-27 22:58:17,4.8568205744608655,-0.9318112555002676,Forward,0,0
2024-10-27 22:58:17,4.593756309771294,-0.9946389313146915,Forward,0,0
2024-10-27 22:58:17,4.690185884390046,-0.8993528569569692,Forward,0,0
2024-10-27 22:58:17,8.185764838439646,-3.654541770562445,Forward,0,0
2024-10-27 22:58:17,7.013071169729983,-3.322081256448104,Forward,0,0
